"","time","latitude","longitude","depth","mag","magType","gap","dmin","rms","id","updated","place","type","horizontalError","depthError","magError","locationSource","magSource"
"1412","2021-02-15T20:04:48.467Z",-17.6616,167.5399,10,5.2,"mww",68,10.02,1.04,"us6000dhvf","2021-04-23T21:04:41.040Z","82 km W of Port-Vila, Vanuatu","earthquake",11.8,1.8,0.093,"us","us"
"1413","2021-02-15T12:26:17.164Z",37.5475,141.3336,30.18,5.4,"mww",40,1.602,0.59,"us6000dht9","2021-07-25T18:15:15.052Z","30 km ENE of Namie, Japan","earthquake",6.7,4.3,0.089,"us","us"
"1414","2021-02-15T12:26:03.969Z",37.4864,141.5837,35.36,5.3,"mwr",46,1.678,0.6,"us6000dht8","2021-04-23T21:04:40.040Z","51 km E of Namie, Japan","earthquake",6.6,4.9,0.083,"us","us"
"1415","2021-02-14T19:46:53.007Z",1.0418,-85.2104,21.27,5.4,"mww",170,6.806,1.26,"us6000dhnd","2021-04-23T21:04:37.040Z","off the coast of Ecuador","earthquake",9.5,6.8,0.098,"us","us"
"1416","2021-02-14T19:43:00.716Z",-17.6395,167.8557,58.91,5.3,"mww",69,9.72,0.63,"us6000dhn6","2021-04-23T21:04:37.040Z","49 km WNW of Port-Vila, Vanuatu","earthquake",9.9,5,0.075,"us","us"
"1417","2021-02-14T16:06:28.590Z",-23.2842,171.3232,10,5.1,"mb",117,8.373,0.63,"us6000dhmj","2021-04-23T21:04:35.040Z","southeast of the Loyalty Islands","earthquake",11.8,1.9,0.06,"us","us"
"1418","2021-02-14T15:01:42.596Z",-23.2623,171.7295,10,5.7,"mww",70,8.076,0.54,"us6000dhm9","2021-04-23T21:04:35.040Z","southeast of the Loyalty Islands","earthquake",10.3,1.8,0.089,"us","us"
"1419","2021-02-14T14:51:56.956Z",22.6798,145.7551,10,5.1,"mb",87,5.462,0.47,"us6000dhm6","2021-04-23T21:04:34.040Z","Volcano Islands, Japan region","earthquake",9.4,1.8,0.051,"us","us"
"1420","2021-02-14T09:44:50.052Z",1.2428,120.2829,49.29,5.1,"mb",70,0.515,0.76,"us6000dhkm","2021-04-23T21:04:33.040Z","242 km N of Palu, Indonesia","earthquake",6.4,6.8,0.072,"us","us"
"1421","2021-02-14T08:09:24.821Z",-22.6809,171.152,10,5.3,"mww",85,8.128,0.54,"us6000dhk4","2021-04-23T21:04:33.040Z","southeast of the Loyalty Islands","earthquake",10.5,1.9,0.071,"us","us"
"1422","2021-02-14T07:31:49.636Z",37.4871,141.5323,43.66,5.1,"mww",55,2.822,0.67,"us6000dhjm","2021-04-23T21:04:33.040Z","47 km E of Namie, Japan","earthquake",7.3,4.8,0.065,"us","us"
"1423","2021-02-13T18:25:27.375Z",39.0864,142.5717,40.34,5.2,"mb",49,2.058,1.13,"us6000dhgd","2021-04-23T21:04:30.040Z","64 km ESE of Kamaishi, Japan","earthquake",6.4,5.1,0.028,"us","us"
"1424","2021-02-13T15:33:57.009Z",-7.2148,149.3549,35,5.6,"mb",43,10.273,1.25,"us6000dhfg","2021-04-23T21:04:30.040Z","113 km S of Kandrian, Papua New Guinea","earthquake",7.7,1.9,0.039,"us","us"
"1425","2021-02-13T14:51:41.261Z",37.6932,141.7615,45.1,5.4,"mb",46,3.063,1.13,"us6000dhf6","2021-04-23T21:04:29.040Z","71 km ENE of Namie, Japan","earthquake",7.6,5.2,0.027,"us","us"
"1426","2021-02-13T14:07:49.797Z",37.7265,141.7751,43.98,7.1,"mww",11,3.085,0.94,"us6000dher","2022-04-12T06:31:21.639Z","73 km ENE of Namie, Japan","earthquake",7,2.8,0.036,"us","us"
"1427","2021-02-13T13:08:55.027Z",57.1463,-155.0386,49.7,5.3,"mww",NA,NA,0.84,"ak02120zfqhy","2021-07-31T13:19:00.750Z","57 km WNW of Akhiok, Alaska","earthquake",NA,0.7,NA,"ak","ak"
"1428","2021-02-13T05:18:32.727Z",-4.1517,-80.2554,69.06,5.3,"mww",148,1.948,0.78,"us6000dhav","2021-04-23T21:04:27.040Z","33 km W of Celica, Ecuador","earthquake",8.4,5.4,0.055,"us","us"
"1429","2021-02-13T04:30:57.157Z",-6.2602,103.6709,35,5.2,"mb",41,2.017,1.15,"us6000dhae","2021-04-23T21:04:27.040Z","198 km WSW of Bandar Lampung, Indonesia","earthquake",3.3,1.9,0.065,"us","us"
"1430","2021-02-13T04:02:00.796Z",11.8235,143.6892,10,5.1,"mb",118,2.098,0.58,"us6000dha6","2022-02-13T04:12:05.136Z","191 km SSW of Merizo Village, Guam","earthquake",12.9,1.9,0.08,"us","us"
"1431","2021-02-12T20:55:16.179Z",-23.1706,171.7679,10,5.2,"mww",99,7.989,1.34,"us6000dh7a","2021-04-23T21:04:25.040Z","southeast of the Loyalty Islands","earthquake",12.6,1.9,0.098,"us","us"
"1432","2021-02-12T17:01:35.245Z",38.1357,73.5448,98,5.9,"mww",16,1.912,0.89,"us6000dh48","2021-04-23T21:04:24.040Z","Tajikistan-Xinjiang border region","earthquake",5.1,1.7,0.053,"us","us"
"1433","2021-02-12T14:54:23.026Z",-23.2307,171.7867,10,5.3,"mb",113,8.016,1.14,"us6000dh1i","2021-04-23T21:04:24.040Z","southeast of the Loyalty Islands","earthquake",12.6,1.8,0.063,"us","us"
"1434","2021-02-12T11:05:38.395Z",-23.2818,171.6236,10,5.3,"mww",69,8.162,0.63,"us6000dgyj","2021-04-23T21:04:23.040Z","southeast of the Loyalty Islands","earthquake",10.9,1.9,0.093,"us","us"
"1435","2021-02-12T10:34:12.852Z",-23.3903,171.7565,10,5.3,"mb",63,8.143,0.64,"us6000dgyg","2021-04-23T21:04:23.040Z","southeast of the Loyalty Islands","earthquake",9.2,1.8,0.047,"us","us"
"1436","2021-02-12T10:06:01.358Z",-23.205,171.5408,8,5.9,"mww",45,8.169,0.56,"us6000dgxz","2021-04-23T21:04:22.040Z","southeast of the Loyalty Islands","earthquake",4.6,1.8,0.057,"us","us"
"1437","2021-02-12T07:49:34.878Z",-23.2701,171.2631,10,5.2,"mww",111,8.407,0.59,"us6000dgx5","2021-04-23T21:04:22.040Z","southeast of the Loyalty Islands","earthquake",11.1,1.9,0.08,"us","us"
"1438","2021-02-12T04:05:59.755Z",-23.2665,171.5322,10,5.3,"mww",79,8.215,0.78,"us6000dgvx","2021-04-23T21:04:21.040Z","southeast of the Loyalty Islands","earthquake",11.3,1.8,0.069,"us","us"
"1439","2021-02-12T03:47:44.368Z",-22.5774,171.1133,10,5.2,"mww",104,8.098,1.1,"us6000dgvs","2021-04-23T21:04:21.040Z","southeast of the Loyalty Islands","earthquake",10.8,1.3,0.086,"us","us"
"1440","2021-02-11T22:02:35.645Z",-22.7338,171.601,10,5.1,"mb",38,7.829,0.7,"us6000dgt8","2021-04-22T21:53:44.040Z","southeast of the Loyalty Islands","earthquake",8,1.8,0.058,"us","us"
"1441","2021-02-11T20:05:53.248Z",-22.6123,171.2027,10,5.2,"mww",41,11.798,0.74,"us6000dgsh","2021-04-22T21:53:41.040Z","southeast of the Loyalty Islands","earthquake",4.6,1.8,0.083,"us","us"
"1442","2021-02-11T19:20:39.135Z",-22.5357,171.5108,10,5.1,"mb",93,7.776,0.63,"us6000dgsb","2021-04-22T21:53:39.040Z","southeast of the Loyalty Islands","earthquake",12.6,1.9,0.058,"us","us"
"1443","2021-02-11T18:04:56.752Z",-23.4003,171.7606,10,5.2,"mb",81,8.147,1.19,"us6000dgs0","2021-04-22T21:53:37.040Z","southeast of the Loyalty Islands","earthquake",12.1,1.8,0.052,"us","us"
"1444","2021-02-11T17:21:09.245Z",-23.2457,171.5129,10,5.1,"mb",114,16.017,0.92,"us6000dgre","2021-04-22T21:53:35.040Z","southeast of the Loyalty Islands","earthquake",14.1,1.8,0.058,"us","us"
"1445","2021-02-11T16:52:32.908Z",-22.7531,171.645,10,5.1,"mb",109,7.809,0.53,"us6000dgr8","2021-04-22T21:53:34.040Z","southeast of the Loyalty Islands","earthquake",8.7,1.8,0.049,"us","us"
"1446","2021-02-11T14:55:10.054Z",-22.851,171.6272,10,5.1,"mww",102,7.883,0.79,"us6000dgp6","2021-04-22T21:53:30.040Z","southeast of the Loyalty Islands","earthquake",12.1,1.9,0.093,"us","us"
"1447","2021-02-11T11:19:26.473Z",-23.082,172.0993,10,5.1,"mww",25,7.703,0.89,"us6000dgmy","2021-04-22T21:53:27.040Z","southeast of the Loyalty Islands","earthquake",8.7,1.8,0.089,"us","us"
"1448","2021-02-11T08:39:13.018Z",-23.2935,171.6772,10,5.7,"mww",41,8.133,0.52,"us6000dglt","2021-04-22T21:53:20.040Z","southeast of the Loyalty Islands","earthquake",9.2,1.9,0.054,"us","us"
"1449","2021-02-11T08:22:10.147Z",-22.8946,171.2431,10,5.8,"mww",47,8.188,0.55,"us6000dglp","2021-04-22T21:53:20.040Z","southeast of the Loyalty Islands","earthquake",3.7,1.9,0.063,"us","us"
"1450","2021-02-11T07:56:04.795Z",-23.3525,171.7606,10,5.1,"mb",81,8.115,0.49,"us6000dglj","2021-04-22T21:53:18.040Z","southeast of the Loyalty Islands","earthquake",11.1,1.8,0.047,"us","us"
"1451","2021-02-11T07:24:04.272Z",-23.0764,171.7259,10,5.5,"mb",79,7.957,0.63,"us6000dj8g","2021-04-22T21:53:15.040Z","southeast of the Loyalty Islands","earthquake",7.5,1.8,0.049,"us","us"
"1452","2021-02-11T07:23:06.212Z",-22.8746,171.8154,10,5.3,"mb",64,7.764,0.75,"us6000dglf","2021-04-22T21:53:15.040Z","southeast of the Loyalty Islands","earthquake",10.5,1.8,0.045,"us","us"
"1453","2021-02-11T07:18:41.199Z",-23.2688,171.9749,15.01,5.7,"mww",57,7.913,0.68,"us6000dgku","2021-04-22T21:53:14.040Z","southeast of the Loyalty Islands","earthquake",9.8,4.2,0.069,"us","us"
"1454","2021-02-11T06:52:28.131Z",-23.3358,171.8122,10.56,6,"mww",47,8.069,0.98,"us6000dgkr","2021-04-22T21:53:13.040Z","southeast of the Loyalty Islands","earthquake",6.7,3.7,0.052,"us","us"
"1455","2021-02-11T04:15:18.191Z",-22.7876,170.9159,17.98,5.8,"mww",36,8.367,0.97,"us6000dgje","2021-04-22T21:53:07.040Z","southeast of the Loyalty Islands","earthquake",6.8,2.6,0.062,"us","us"
"1456","2021-02-11T04:09:44.162Z",-23.1757,171.648,10,5.2,"mb",110,8.076,0.75,"us6000dgln","2021-04-22T21:53:07.040Z","southeast of the Loyalty Islands","earthquake",5.4,1.8,0.082,"us","us"
"1457","2021-02-11T04:06:57.314Z",-23.383,171.7693,10,5.1,"mb",111,8.129,0.48,"us6000dj4i","2021-04-22T21:53:07.040Z","southeast of the Loyalty Islands","earthquake",8.1,1.7,0.076,"us","us"
"1458","2021-02-11T02:56:28.582Z",-23.3606,171.7321,10,5.2,"mb",111,8.14,0.81,"us6000dj44","2021-04-22T21:53:05.040Z","southeast of the Loyalty Islands","earthquake",14.3,1.9,0.106,"us","us"
"1459","2021-02-11T02:24:19.992Z",-23.1468,171.7573,10,5.2,"mb",81,7.981,0.83,"us6000dgif","2021-04-22T21:53:05.040Z","southeast of the Loyalty Islands","earthquake",12.7,1.8,0.058,"us","us"
"1460","2021-02-11T01:24:39.177Z",-22.6101,171.6564,10,5.4,"mb",62,7.713,0.61,"us6000dghv","2021-04-22T21:53:03.040Z","southeast of the Loyalty Islands","earthquake",6.8,1.8,0.044,"us","us"
"1461","2021-02-11T01:02:03.917Z",-23.1831,171.7003,10,5.4,"mww",41,8.044,0.76,"us6000dghr","2021-04-22T21:53:02.040Z","southeast of the Loyalty Islands","earthquake",8.6,1.8,0.089,"us","us"
"1462","2021-02-11T00:24:50.016Z",-23.2858,171.595,10,5.1,"mb",71,8.184,0.66,"us6000dj3n","2021-04-22T21:53:01.040Z","southeast of the Loyalty Islands","earthquake",9.4,1.7,0.08,"us","us"
"1463","2021-02-11T00:14:47.113Z",-23.2235,171.7288,9.82,5.9,"mww",18,8.051,0.89,"us6000dggq","2021-04-22T21:53:00.040Z","southeast of the Loyalty Islands","earthquake",8.5,3.3,0.071,"us","us"
"1464","2021-02-10T23:49:09.823Z",-22.9686,171.2578,10,5.3,"mb",129,8.222,0.59,"us6000dj2n","2021-04-22T21:52:59.040Z","southeast of the Loyalty Islands","earthquake",15.7,1.9,0.126,"us","us"
"1465","2021-02-10T23:45:15.886Z",-23.1826,171.6887,10,5.8,"mww",21,8.052,0.62,"us6000dgg9","2021-04-22T21:52:59.040Z","southeast of the Loyalty Islands","earthquake",8.4,1.7,0.063,"us","us"
"1466","2021-02-10T23:32:46.638Z",-22.8767,171.6956,10,5.3,"mb",57,7.85,0.73,"us6000dgg1","2021-04-22T21:52:58.040Z","southeast of the Loyalty Islands","earthquake",10.9,1.8,0.065,"us","us"
"1467","2021-02-10T23:26:27.251Z",-23.0844,171.8917,10,5.3,"mww",85,7.847,0.53,"us6000dgfy","2021-04-22T21:52:58.040Z","southeast of the Loyalty Islands","earthquake",5.2,1.7,0.093,"us","us"
"1468","2021-02-10T22:54:19.248Z",-23.1599,171.6551,10,5.3,"mb",24,8.06,0.81,"us6000dgfj","2021-04-22T21:52:56.040Z","southeast of the Loyalty Islands","earthquake",10.7,1.8,0.059,"us","us"
"1469","2021-02-10T22:38:02.022Z",-22.5907,171.1627,10,5.1,"mb",71,8.068,0.91,"us6000dgfl","2021-04-22T21:52:55.040Z","southeast of the Loyalty Islands","earthquake",9.1,1.8,0.082,"us","us"
"1470","2021-02-10T22:03:44.260Z",-23.3068,171.5806,10,5.2,"mb",83,8.208,0.63,"us6000dgf8","2021-04-22T21:52:51.040Z","southeast of the Loyalty Islands","earthquake",6.3,1.8,0.072,"us","us"
"1471","2021-02-10T22:00:25.052Z",-23.1418,171.5096,10,5.1,"mb",113,8.151,0.53,"us6000dj1v","2021-04-22T21:52:49.040Z","southeast of the Loyalty Islands","earthquake",13.6,1.9,0.093,"us","us"
"1472","2021-02-10T21:57:12.298Z",-22.7921,171.1884,10,5.2,"mb",61,8.167,0.85,"us6000dgen","2021-04-22T21:52:49.040Z","southeast of the Loyalty Islands","earthquake",10.1,1.8,0.062,"us","us"
"1473","2021-02-10T21:50:00.138Z",-23.2523,171.6089,10,5.2,"mb",102,8.153,0.67,"us6000dget","2021-04-22T21:52:48.040Z","southeast of the Loyalty Islands","earthquake",11,1.8,0.074,"us","us"
"1474","2021-02-10T21:40:34.654Z",-23.2295,171.5799,10,5.6,"mb",21,8.158,0.81,"us6000dgeb","2021-04-22T21:52:48.040Z","southeast of the Loyalty Islands","earthquake",5.1,1.7,0.05,"us","us"
"1475","2021-02-10T21:38:25.605Z",-23.2895,171.5728,10,5.1,"mb",80,8.202,0.68,"us6000dj2t","2021-04-22T21:52:48.040Z","southeast of the Loyalty Islands","earthquake",12.2,1.8,0.09,"us","us"
"1476","2021-02-10T21:36:04.244Z",-23.3536,171.7148,10,5.3,"mb",54,8.147,1,"us6000dgeg","2021-04-22T21:52:47.040Z","southeast of the Loyalty Islands","earthquake",8.6,1.8,0.071,"us","us"
"1477","2021-02-10T21:26:19.738Z",-22.6465,171.1925,10,5.4,"mb",88,8.078,0.67,"us6000dj3k","2021-04-22T21:52:46.040Z","southeast of the Loyalty Islands","earthquake",12.8,1.9,0.113,"us","us"
"1478","2021-02-10T21:24:00.831Z",-23.1911,171.5827,12,6.3,"mww",10,8.131,0.82,"us6000dge5","2021-04-22T21:52:46.040Z","southeast of the Loyalty Islands","earthquake",3.1,1.7,0.056,"us","us"
"1479","2021-02-10T21:17:50.732Z",-23.1613,171.3566,10,5.2,"mb",101,8.271,0.64,"us6000dge3","2021-04-22T21:52:45.040Z","southeast of the Loyalty Islands","earthquake",10.5,1.8,0.071,"us","us"
"1480","2021-02-10T20:45:14.002Z",-22.6362,171.0984,10,5.8,"mww",102,15.516,0.91,"us6000dgde","2021-04-22T21:52:44.040Z","southeast of the Loyalty Islands","earthquake",5.3,1.8,0.098,"us","us"
"1481","2021-02-10T20:41:39.884Z",-23.2481,171.8254,10,5.1,"mb",103,15.939,0.99,"us6000dgdg","2021-04-22T21:52:43.040Z","southeast of the Loyalty Islands","earthquake",14.5,1.9,0.083,"us","us"
"1482","2021-02-10T20:18:29.637Z",-31.753,-71.2806,51.11,5.1,"mwr",65,0.389,0.7,"us6000dgd0","2021-04-22T21:52:43.040Z","16 km SW of Illapel, Chile","earthquake",5.3,4.3,0.038,"us","us"
"1483","2021-02-10T19:56:15.440Z",-22.7042,171.2942,10,5.2,"mb",54,15.409,1.08,"us6000dgcx","2021-04-22T21:52:42.040Z","southeast of the Loyalty Islands","earthquake",11.6,1.8,0.048,"us","us"
"1484","2021-02-10T19:13:58.658Z",-23.2076,171.8925,10,5.1,"mb",70,7.928,0.76,"us6000dgcs","2021-04-22T21:52:41.040Z","southeast of the Loyalty Islands","earthquake",12,1.9,0.055,"us","us"
"1485","2021-02-10T19:00:14.510Z",-23.5767,171.6705,10,5.1,"mb",105,8.327,0.91,"us6000dgcl","2021-04-22T21:52:41.040Z","southeast of the Loyalty Islands","earthquake",12.4,1.8,0.1,"us","us"
"1486","2021-02-10T18:36:41.957Z",-22.7173,171.213,14,6.1,"mww",32,13.12,0.99,"us6000dgc7","2021-04-22T21:52:40.040Z","southeast of the Loyalty Islands","earthquake",10.1,1.8,0.089,"us","us"
"1487","2021-02-10T17:25:50.205Z",-22.7596,171.6651,10,5.6,"mb",43,7.799,1.02,"us6000dgbp","2021-04-22T21:52:39.040Z","southeast of the Loyalty Islands","earthquake",10.8,1.8,0.036,"us","us"
"1488","2021-02-10T17:24:35.454Z",-23.3057,171.5255,10,5.2,"mb",112,8.245,0.63,"us6000dgbr","2021-04-22T21:52:39.040Z","southeast of the Loyalty Islands","earthquake",7.8,1.7,0.056,"us","us"
"1489","2021-02-10T16:53:54.061Z",-22.8085,171.5877,10,5.2,"mb",81,7.885,0.49,"us6000dgc3","2021-04-22T21:52:37.040Z","southeast of the Loyalty Islands","earthquake",11.7,1.9,0.072,"us","us"
"1490","2021-02-10T16:47:08.025Z",-22.8315,170.9879,10,5.2,"mb",99,8.339,0.7,"us6000dgbb","2021-04-22T21:52:37.040Z","southeast of the Loyalty Islands","earthquake",12.1,1.9,0.093,"us","us"
"1491","2021-02-10T16:35:22.999Z",-22.8106,171.173,11.69,6.1,"mwb",17,8.189,0.86,"us6000dgb4","2021-04-22T21:52:36.040Z","southeast of the Loyalty Islands","earthquake",8.4,0.5,0.083,"us","us"
"1492","2021-02-10T14:49:54.808Z",-23.0509,171.0671,10,5.1,"mb",99,8.412,0.42,"us6000dg8r","2021-04-22T21:52:31.040Z","southeast of the Loyalty Islands","earthquake",9.2,1.9,0.07,"us","us"
"1493","2021-02-10T14:37:21.422Z",-22.6913,171.5284,10,5.3,"mb",57,7.856,0.55,"us6000dg8l","2021-04-22T21:52:29.040Z","southeast of the Loyalty Islands","earthquake",11.4,1.9,0.047,"us","us"
"1494","2021-02-10T14:18:19.983Z",-22.7126,171.79,10,5.6,"mb",46,7.68,0.49,"us6000dg8c","2021-04-22T21:52:27.040Z","southeast of the Loyalty Islands","earthquake",6.2,1.7,0.04,"us","us"
"1495","2021-02-10T13:43:16.552Z",-22.6279,172.082,10,5.1,"mb",77,7.418,0.55,"us6000dj19","2021-04-22T21:52:24.040Z","southeast of the Loyalty Islands","earthquake",9.6,1.8,0.087,"us","us"
"1496","2021-02-10T13:38:35.694Z",-22.6077,171.9413,10,5.1,"mb",102,7.505,0.5,"us6000dj0n","2021-04-22T21:52:24.040Z","southeast of the Loyalty Islands","earthquake",12.3,1.9,0.124,"us","us"
"1497","2021-02-10T13:34:36.151Z",-22.5881,172.0189,10,5.2,"mb",88,7.437,0.79,"us6000dj33","2021-04-22T21:52:23.040Z","southeast of the Loyalty Islands","earthquake",6.9,1.9,0.159,"us","us"
"1498","2021-02-10T13:32:29.963Z",-22.7819,171.3482,10,5.3,"mb",104,8.043,0.56,"us6000dizt","2021-04-22T21:52:23.040Z","southeast of the Loyalty Islands","earthquake",10.8,1.9,0.073,"us","us"
"1499","2021-02-10T13:26:46.297Z",-22.9449,171.5954,10,5.3,"mb",78,7.965,0.75,"us6000dj11","2021-04-22T21:52:22.040Z","southeast of the Loyalty Islands","earthquake",12.1,1.9,0.112,"us","us"
"1500","2021-02-10T13:24:48.766Z",-23.0581,171.2865,10,5.4,"mb",79,8.257,0.53,"us6000dj2w","2021-04-22T21:52:22.040Z","southeast of the Loyalty Islands","earthquake",11.1,1.8,0.072,"us","us"
"1501","2021-02-10T13:19:55.530Z",-23.0511,171.6566,10,7.7,"mww",15,7.989,0.42,"us6000dg77","2021-11-29T05:22:26.891Z","southeast of the Loyalty Islands","earthquake",7.5,1.8,0.042,"us","us"
"1502","2021-02-10T13:01:59.145Z",-22.7415,171.6432,10,6.1,"mww",56,7.803,0.53,"us6000dg72","2021-04-22T21:52:21.040Z","southeast of the Loyalty Islands","earthquake",10.2,1.8,0.069,"us","us"
"1503","2021-02-10T12:52:27.224Z",-5.6856,101.6495,10,6.3,"mww",29,1.851,0.5,"us6000dg70","2021-09-08T06:07:56.801Z","219 km SSW of Bengkulu, Indonesia","earthquake",6.7,1.8,0.037,"us","us"
"1504","2021-02-10T12:32:11.729Z",-22.5322,171.4754,11,5.6,"mww",73,7.8,0.42,"us6000dg6v","2021-04-22T21:52:20.040Z","southeast of the Loyalty Islands","earthquake",12.1,1.9,0.058,"us","us"
"1505","2021-02-10T12:24:21.500Z",-22.8327,171.6556,11,6.1,"mww",49,7.851,0.38,"us6000dg6u","2021-04-22T21:52:20.040Z","southeast of the Loyalty Islands","earthquake",11.2,1.8,0.044,"us","us"
"1506","2021-02-10T10:15:34.561Z",-5.6093,101.6854,10,5.2,"mb",41,1.772,0.59,"us6000dg6a","2021-04-22T21:52:19.040Z","210 km SSW of Bengkulu, Indonesia","earthquake",4.8,1.7,0.073,"us","us"
"1507","2021-02-10T10:03:12.928Z",4.9054,127.3815,108.62,5.1,"mb",108,2.799,0.58,"us6000dg69","2021-04-22T21:52:18.040Z","209 km SE of Pondaguitan, Philippines","earthquake",8.6,6,0.054,"us","us"
"1508","2021-02-10T08:22:32.161Z",-13.5912,-111.5531,10,5.6,"mww",126,33.505,0.91,"us6000dg56","2021-04-22T21:52:17.040Z","central East Pacific Rise","earthquake",9.6,1.8,0.069,"us","us"
"1509","2021-02-09T07:24:46.798Z",-6.4061,129.8834,159.52,5.2,"mww",30,2.103,0.93,"us6000dfuw","2021-04-22T21:51:55.040Z","Banda Sea","earthquake",7,4.7,0.059,"us","us"
"1510","2021-02-09T07:07:57.310Z",31.3061,140.7048,64.51,5.3,"mww",28,1.955,0.75,"us6000dfuq","2021-04-22T21:51:54.040Z","Izu Islands, Japan region","earthquake",5.1,4.1,0.066,"us","us"
"1511","2021-02-09T02:55:47.887Z",-5.204,151.7604,53,5.6,"mww",16,1.083,0.89,"us6000dfsv","2021-04-22T21:51:49.040Z","110 km SSW of Kokopo, Papua New Guinea","earthquake",7.3,1.8,0.051,"us","us"
"1512","2021-02-09T01:40:57.296Z",-5.4381,-77.3268,20.72,5.1,"mb",53,1.992,0.75,"us6000dfsf","2021-04-22T21:51:47.040Z","61 km N of Segunda Jerusal��n - Azunguillo, ","earthquake",2.7,4.1,0.026,"us","us"
"1513","2021-02-08T20:08:09.021Z",-18.9809,-172.6564,10,5.1,"mb",83,2.583,0.63,"us6000dfpr","2021-04-22T21:51:39.040Z","144 km ESE of Neiafu, Tonga","earthquake",12.3,1.9,0.116,"us","us"
"1514","2021-02-08T16:58:03.800Z",24.4058,122.0654,29.76,5.2,"mww",28,0.487,0.71,"us6000dfmm","2021-04-22T21:51:36.040Z","50 km SE of Yilan, Taiwan","earthquake",4.4,2.2,0.054,"us","us"
"1515","2021-02-08T16:56:31.211Z",24.3904,122.3892,64.05,5.1,"mb",67,0.572,0.79,"us6000dfmk","2021-04-22T21:51:36.040Z","62 km W of Yonakuni, Japan","earthquake",4.5,5.2,0.056,"us","us"
"1516","2021-02-08T08:06:19.600Z",-30.277,-179.3793,343.49,5.5,"mww",71,1.627,0.58,"us6000dfj3","2021-04-22T21:51:24.040Z","Kermadec Islands region","earthquake",10.9,5,0.089,"us","us"
"1517","2021-02-08T00:00:40.820Z",5.688,127.1064,35.23,5.7,"mww",34,2.046,1.08,"us6000dfgj","2021-05-11T03:17:28.563Z","126 km SE of Pondaguitan, Philippines","earthquake",6.2,3.9,0.089,"us","us"
"1518","2021-02-07T05:45:51.377Z",-3.3226,146.1444,10,6.3,"mww",54,1.762,0.75,"us6000dfad","2021-04-22T21:50:59.040Z","189 km SW of Lorengau, Papua New Guinea","earthquake",7.6,1.9,0.046,"us","us"
"1519","2021-02-07T04:22:56.667Z",6.7693,125.1011,16,6,"mww",37,0.56,1.39,"us6000df9r","2021-05-14T10:08:30.605Z","9 km W of Magsaysay, Philippines","earthquake",7.1,1.7,0.048,"us","us"
"1520","2021-02-06T17:36:02.624Z",24.696,122.6275,110.16,5.4,"mww",43,0.417,0.82,"us6000df68","2021-04-22T21:50:48.040Z","45 km NW of Yonakuni, Japan","earthquake",2.2,3.4,0.063,"us","us"
"1521","2021-02-06T04:40:31.386Z",-23.2856,-175.5969,10,5.2,"mb",95,6.293,0.8,"us6000dh0c","2021-04-22T21:50:35.040Z","226 km SSW of ���Ohonua,","earthquake",12.2,1.9,0.203,"us","us"
"1522","2021-02-05T20:34:46.811Z",-0.2129,124.4494,61.74,5.2,"mb",30,1.868,0.98,"us6000dex7","2021-04-22T21:50:31.040Z","173 km SSW of Tomohon, Indonesia","earthquake",6.4,5.6,0.041,"us","us"
"1523","2021-02-05T15:41:34.261Z",-22.7648,171.7044,10,5.3,"mww",112,7.774,1.08,"us6000detn","2021-04-22T21:50:24.040Z","southeast of the Loyalty Islands","earthquake",9,1.9,0.061,"us","us"
"1524","2021-02-05T15:36:11.039Z",40.5023,45.3486,12.83,5.2,"mww",52,0.584,1.15,"us6000detl","2021-04-22T21:50:24.040Z","9 km SSW of Vahan, Armenia","earthquake",4.4,3.6,0.054,"us","us"
"1525","2021-02-04T22:00:43.301Z",14.5452,122.976,10,5.1,"mww",72,7.856,0.75,"us6000dein","2021-04-16T19:03:31.040Z","35 km NE of Paracale, Philippines","earthquake",7.4,1.8,0.065,"us","us"
"1526","2021-02-04T12:14:26.914Z",-22.6054,171.9621,11,5.7,"mww",59,5.136,1.05,"us6000defh","2021-04-16T19:03:26.040Z","southeast of the Loyalty Islands","earthquake",9.5,1.7,0.055,"us","us"
"1527","2021-02-04T08:14:02.768Z",21.5612,121.9326,10,5.4,"mww",32,1.479,0.55,"us6000dedv","2021-04-16T19:03:25.040Z","123 km N of Basco, Philippines","earthquake",6.6,1.8,0.063,"us","us"
"1528","2021-02-04T07:48:10.728Z",14.632,118.7945,10,5.2,"mww",91,8.424,0.45,"us6000dedr","2021-04-16T19:03:25.040Z","142 km WSW of San Nicolas, Philippines","earthquake",7.5,1.8,0.063,"us","us"
"1529","2021-02-04T05:06:23.654Z",28.7463,87.3785,10,5.1,"mb",64,0.93,0.47,"us6000decu","2021-04-16T19:03:24.040Z","104 km NNE of Lobujya, Nepal","earthquake",6,1.8,0.048,"us","us"
"1530","2021-02-03T16:49:11.561Z",-6.2135,147.4341,36.93,5.3,"mww",27,3.182,0.92,"us6000de7u","2021-04-16T19:03:16.040Z","59 km NW of Finschhafen, Papua New Guinea","earthquake",7,5,0.093,"us","us"
"1531","2021-02-03T11:11:15.375Z",-20.3307,-173.8138,10,5.1,"mb",39,6.675,0.55,"us6000de5l","2021-04-16T19:03:13.040Z","80 km SE of Pangai, Tonga","earthquake",11,1.8,0.042,"us","us"
